reaction	minimum	maximum
PRAMPC	0.08297533	0.08297533
PRASCSi	0.44060729	0.44060729
PRATPP	0.08297533	0.08297533
PRFGS	0.44060729	0.44060729
PRMICI	0.08297533	0.08297533
PROD2	0.0	-0.0
PROabc	0.0	-0.0
PROt2r	-999999.0	0.0
PROt4	0.0	999999.0
PRPPS	0.86639058	0.86639058
PSCVT	0.37892067	0.37892067
PSD_EC	0.10468721	0.10468721
PSERT	1.96478019	1.96478018
PSP_L	1.96478019	1.96478018
PSSA_EC	0.10708427	0.10708427
PTA2	0.0	999999.0
PTAr	-0.52814626	-0.52814627
PTPATi	5.439e-05	5.439e-05
PTRCORNt7	0.0	-0.0
PTRCTA	0.0	-0.0
PTRCabc	0.0	-0.0
PTRCt2	0.0	0.0
PUNP1	-0.4831008	-0.00645364
PUNP2	0.0	0.47664717
PUNP3	-0.47664716	0.0
PUNP4	1e-08	0.47664717
PUNP5	0.0	0.0
PUNP6	0.0	0.0
PUNP7	-0.0	0.0
PYAM5PO	0.0	0.0
PYDAMK	0.0	0.0
PYDXK	0.0	0.0
PYDXNK	0.0	0.0
PYDXPP	0.0	-0.0
PYK	0.0	0.41728352
PYNP2r	-0.47664717	-0.0
PYRt2	-0.0	0.0
QULNS_1	0.00251692	0.00251692
RBFK	9.22e-06	9.22e-06
RBFSa	1.844e-05	1.844e-05
RBFSb	9.22e-06	9.22e-06
RBK	0.0	0.0
RBK_L1	0.0	0.0
RBP4E	0.0	0.0
RHCCE	0.0	0.0
RIBabc	0.0	0.0
RMI	0.0	0.0
RMK	0.0	0.0
RMNt	0.0	0.0
RMPA	0.0	0.0
RNDR1	0.0	0.49941929
RNDR2	0.0	0.50006465
RNDR3	0.0	0.02341748
RNDR4	0.0	0.49941928
RNTR1	0.0	0.49941928
RNTR2	0.0	0.50006465
RNTR3	0.0	0.02341748
RNTR4	0.0	0.49941928
RPE	2.31543384	2.31543384
RPI	-2.70828518	-2.70828518
RZ5PP	0.0	0.0
S7PI	0.02323309	0.02323309
SADH	0.0	-0.0
SADT2	0.2148683	0.2148683
SBTPD	0.0	0.0
SBTpts	0.0	0.0
SDPDS	0.32600085	0.32600085
SDPTA	-0.32600085	-0.32600085
SELNPS	0.0	0.0
SERASr	0.0	0.0
SERAT	0.2148683	0.2148683
SERD_D	0.0	0.0
SERD_L	0.0	-0.0
SERt2r	-999999.0	0.0
SERt4	0.0	999999.0
SGDS	0.0	-0.0
SGSAD	0.0	-0.0
SHCHCS2	0.0	-0.0
SHCHD2	0.0	-0.0
SHCHF	0.0	-0.0
SHK3Dr	0.37892067	0.37892067
SHKK	0.37892067	0.37892067
SHSL1	0.13460442	0.13460442
SOTA	0.0	-0.0
SPMDAT1	0.0	0.0
SPMDAT2	0.0	0.0
SPMDabc	-0.0	0.0
SPMS	0.00645364	0.00645364
SPODM	0.0	0.0
SSALx	0.0	-0.0
SSALy	0.0	-0.0
SUCBZL	0.0	0.0
SUCBZS	0.0	-0.0
SUCCabc	0.0	-0.0
SUCCt2_2	0.0	-1e-08
SUCCt2_3	0.0	-0.0
SUCCt2r	1e-08	0.0
SUCD1	4.02222929	4.70003814
SUCD4	4.02222929	4.70003814
SUCFUMt	1e-08	0.0
SUCOAS	-999999.0	-3.56162402
SUCpts	0.0	0.0
SULR	0.2148683	0.2148683
SULabc	0.2148683	0.2148683
TAGURr	0.0	0.0
TALA	1.33556071	1.33556071
TARTD	0.0	0.0
TARTRt7	0.0	0.0
TAUDO	0.0	0.0
TAURabc	0.0	0.0
TDPADGAT	0.0	0.0
TDPAGTA	0.0	0.0
TDPDRE	0.0	0.0
TDPDRR	0.0	0.0
TDPGDH	0.0	0.0
TDSK	0.00774436	0.00774436
TGBPA	0.0	0.0
THD2	0.0	0.0
THDPS	0.32600085	0.32600085
THMDt2_copy1	0.0	999999.0
THMDt2_copy2	-999999.0	0.0
THMabc	0.0	0.0
THRA	-0.47664717	-0.47664717
THRD	0.0	0.0
THRD_L	0.25445767	0.25445767
THRS	0.0	0.0
THRabc	0.0	0.0
THRt2r	-999999.0	0.0
THRt4	0.0	999999.0
THZPSN	0.0	0.0
TKT1	1.3587938	1.3587938
TKT2	0.95664004	0.95664004
TMAOR1	0.0	0.0
TMAOR1e	0.0	0.0
TMAOR2	0.0	0.0
TMAOR2e	0.0	0.0
TMDK1	-0.0	0.0
TMDPP	0.0	0.0
TMDS	0.02277212	0.02277212
TMK	0.0	0.0
TMPK	0.0	0.0
TMPPP	0.0	0.0
TPI	6.84839607	6.84839608
TRDR	0.78389461	0.78389467
TRE6PH	-1e-08	-0.0
TRE6PP	0.0	-0.0
TRE6PS	0.0	-0.0
TREH	0.0	-0.0
TREHe	0.0	0.0
TREpts	0.0	0.0
TRPAS2	-0.0497852	-0.0497852
TRPS1	0.0	-0.0
TRPS2	0.0	-0.0
TRPS3	0.0497852	0.0497852
TRPt2r	-0.0	0.0
TRSARr	0.0	0.0
TSULabc	0.0	0.0
TTDCAt2	-0.0	0.0
TYRTA	-0.1207752	-0.1207752
TYRt2r	-0.0	0.0
U23GAAT	0.01548873	0.01548873
UAAGDS	0.02544577	0.02544577
UACMAMO	0.0	0.0
UAG2E	0.0	0.0
UAGAAT	0.01548873	0.01548873
UAGCVT	0.02544577	0.02544577
UAGDP	0.06638026	0.06638026
UAGPT3	0.02544577	0.02544577
UAMAGS	0.02544577	0.02544577
UAMAS	0.02544577	0.02544577
UAPGR	0.02544577	0.02544577
UDCPDP	0.02544577	0.02544577
UDCPDPS	0.0	0.0
UDPG4E	0.0	0.0
UDPGALM	0.0	0.0
UDPGD	0.0	0.0
UGLT	0.0	0.0
UGLYCH	0.0	0.0
UGMDDS	0.02544577	0.02544577
UHGADA	0.01548873	0.01548873
UMPK	0.32369598	0.80034314
UNK3	0.00645364	0.00645364
UPP3MT	0.0	0.0
UPP3S	0.0	0.0
UPPDC1	-0.0	0.0
UPPRT	0.0	0.0
URAt2_copy1	0.0	999999.0
URAt2_copy2	-999999.0	0.0
UREAt	-0.0	0.0
URIDK2r	-0.49941928	-0.02277212
URIK2	-0.0	0.47664717
URIt2_copy1	0.0	999999.0
URIt2_copy2	-999999.0	0.0
USHD	0.00774436	0.00774436
VALTA	-0.37062313	999998.10312889
VALabc	0.0	-0.0
VALt2r	-1e-08	0.0
VPAMTr	0.0	999998.47375203
X5PL3E	0.0	0.0
XANt	-4e-08	0.0
XANt2	0.0	-0.0
XPPT	0.0	-0.0
XTSNt2	-0.0	0.0
XYLI1	0.0	0.0
XYLI2	0.0	-0.0
XYLK	0.0	0.0
XYLabc	0.0	0.0
XYLt2	0.0	0.0
