reaction	minimum	maximum
MNLpts	-2.9702366692322996e-13	0.0
MNNH	0.0	0.0
MOAT	0.007744363998423921	0.007744363998425697
MOAT2	0.007744363998423921	0.007744363998425697
MALTHXabc	0.0	0.0
MALTPTabc	0.0	0.0
MOHMT	5.439493760739222e-05	5.4394937607392464e-05
EX_tre_e	0.0	0.0
MALTTRabc	0.0	0.0
MALTTTRabc	0.0	0.0
MALTabc	0.0	0.0
MTAN	0.006453636665353274	0.006453636665353297
MTHFC_1	1.250299909097185	1.250299909103697
EX_trp__L_e	0.0	2.116763146766282e-14
MALTpts	0.0	0.0
MALt2_2	0.0	0.0
MTHFD_1	1.250299909097185	1.250299909103697
EX_tsul_e	0.0	0.0
MTHFR2_1	0.1807018266298914	0.18070182663003992
MTRI	0.006453636665353264	0.006453636665375868
MTRK	0.006453636665353264	0.006453636665375868
MALt2_3	0.0	0.0
MAN1PT2	0.0	1.564301755448209e-14
MAN6PI	-4.477768195082521e-14	2.6620843576839368e-30
MAN6Pt6_2	-4.477768195082521e-14	0.0
NACODA	0.0	9.604812778451989e-13
EX_ttdca_e	0.0	1.388982325155748e-14
NACt	0.0	0.0
NADDP	0.0	4.802406389225994e-13
NADDPe	-2.1804342289334856e-14	0.0
NADH10	0.0	1.0976928889659426e-12
NADH5	0.0	1.0976928889659426e-12
MANAO	0.0	5.751384897276653e-14
MANpts	0.0	0.0
MCITD	0.0	4.802406389225959e-13
MCITL2	0.0	4.802406389225959e-13
MCITS	0.0	4.802406389225959e-13
MCOATA	2.1267378803371813	2.1267378803381405
MDH	5.034904447898578	5.034904447903096
NADH6	35.1438297963088	35.143829796317576
NADH7	0.0	2.561283407587213e-12
MDH2	0.0	1.0976928889659426e-12
NADH8	0.0	5.488464444829716e-12
EX_tyr__L_e	0.0	2.70939711662962e-14
NADH9	0.0	1.0976928889659426e-12
NADK	0.000488632490375113	0.0004886324913381383
MDH3	0.0	1.0976928889659426e-12
MDRPD	0.006453636665353269	0.006453636665375868
EX_ura_e	0.0	7.872797359386892e-14
ME1	0.0	9.604812778452005e-13
NADPPPS	0.0	9.604812778451989e-13
ME2	0.0	1.2393306810905829e-12
EX_urea_e	0.0	2.578473229114628e-13
NADS1	0.0025169182994861216	0.0025169182997296317
EX_uri_e	0.0	3.154289910821676e-14
NADTRHD	0.0	4.268805679311942e-12
EX_val__L_e	0.0	5.015568030523247e-14
NAMNPP	0.0	1.3721161112074305e-13
NAt3_1	-7.683850222761612e-12	999999.0
EX_xan_e	0.0	4.676027273720055e-13
NAt3_15	0.0	0.0
NAt3_2	0.0	0.0
NDPK1	-999996.155731127	999999.0
NDPK2	0.349602717643137	0.849022000753751
MECDPDH	0.0	1.549380607010454e-12
MECDPS	0.0	1.549380607010454e-12
NDPK3	0.15572532846539514	0.17914281242048716
EX_xtsn_e	0.0	1.1642627959442593e-12
NDPK4	0.02277211794774653	0.022772117967073267
NDPK5	-0.4766471677568471	0.023417481633608593
NNDMBRT	0.0	-3.9973706828283026e-13
NNDPR	0.002516918299486969	0.0025169183003678074
EX_xyl__D_e	0.0	0.0
NO2t2r	0.0	0.0
NO3R1	0.0	0.0
NDPK6	-0.4994192857045939	1.9326762412674683e-11
NDPK7	-2.3214832485518457e-09	0.023417481633608593
NDPK8	-0.4766471677568472	0.022772117967073267
NO3R2	0.0	0.0
F6PA	-2.063540665379392e-08	0.4172835243645134
NO3t7	0.0	0.0
NH4t	9.850520307812559	9.850520309507843
NMNAT	0.0	1.9326762412674677e-11
NPHS	0.0	0.0
NMNDA	0.0	9.663381206337338e-12
FAO1	0.0	2.770861994648692e-12
NMNN	0.0	5.521932117907063e-12
NMNP	0.0	0.0
NMNt7	0.0	5.521932117907063e-12
NTD1	0.0	0.47664716517974437
NTD10	0.0	1.9326762412674683e-11
NTD11	0.0	3.8653524825349366e-11
NTD2	0.0	3.8653524825349366e-11
NTD3	-2.8175839615087676e-25	1.9326762412674683e-11
NNAM	0.0	5.521932117907063e-12
NNATr	0.002516918299485698	0.0025169183091503502
FAO2	0.0	2.375024566841742e-12
NTD4	0.0	3.865352482534937e-11
NTD5	0.0	3.865352482534937e-11
FAO3	0.0	0.0
NTD6	0.0	0.4766471651628676
PFL	0.0	1.0307606620093224e-10
PGAMT	-0.06638026281096063	-0.06638026284363359
FAO4	0.0	0.0
PGCD	1.964780211652804	1.9647801804592937
NTD7	0.0	3.865352482534937e-11
NTD8	0.0	0.47664716516286776
FBA	6.585843124688743	7.003126624582302
NTD9	0.0	3.865352482534944e-11
NTPP1	0.0	1.9326762412674686e-11
PGI	4.777306162548345	4.777306138145557
PUNP2	4.441177704829723e-09	0.47664716516286776
PGK	-15.357828182655453	-15.357828195407365
PGL	5.062459295272541	5.062459283195706
PGLYCP	0.0	0.0
PGM	-13.39304797100265	-13.393048014979625
PGMT	-0.16023457347932737	-0.16023457891977078
NTPP2	0.0	1.9326762412674686e-11
NTPP3	0.0	1.9326762412674686e-11
NTPP4	0.0	1.9326762412674686e-11
NTPP5	0.0	1.9326762412674686e-11
NTPP6	0.0	1.9326762412674686e-11
NTPP7	0.0	1.9326762412674686e-11
NTPP8	0.0	1.9326762412674686e-11
NTPTP1	5.440443551219066e-09	0.0
PGPP_EC	0.0332823262313218	0.033282326236843726
PGSA_EC	0.0332823262313218	0.033282326236843726
NTPTP2	0.0	0.0
PUNP3	-0.4766471620760526	1.932676241267457e-11
NTRIR2x	0.0	9.09494701772929e-12
PHETA1	-0.16226286458164393	-0.1622628647288821
PUNP4	5.440445773794602e-09	0.47664716516286776
PHEt2r	1.472380452989071e-10	0.0
O2t	19.928387613540806	19.928387609128453
PUNP5	4.441180223505826e-09	1.9326762412674686e-11
OBTFL	0.0	2.0220658480951522e-13
OCBT	0.25906741470918115	0.25906741470943895
PIabc	0.0	1.2806417037936008e-12
PUNP6	0.0	7.840663492613887e-13
PIt2r	0.8404819955261942	0.8404819955274974
PUNP7	-2.8930158971240964e-14	4.802406389225993e-13
PLIPA1	0.0	1.372116111207424e-13
PLIPA2	0.0	1.762350968523293e-13
PLIPA3	0.0	0.0
OCDCAt2	-1.3312283823218315e-14	0.0
OCTDPS	0.0	0.0
PYAM5PO	0.0	5.568007407798259e-13
OHPBAT	0.0	6.972640855500545e-14
OHPHM	0.0	0.0
PMANM	0.0	0.0
PMDPHT	9.219480950504678e-06	9.21948095050471e-06
PYDAMK	0.0	9.604812778451987e-13
PMPK	0.0	0.0
PNTK	5.439493760739227e-05	5.439493761683419e-05
OMBZLM	0.0	0.0
OMCDC	0.39459378468160017	0.3945937846816397
OMMBLHX	0.0	0.0
PNTOt4	0.0	0.0
PYDXK	0.0	9.604812778451987e-13
POX	0.0	5.122566815174409e-13
OMPDC	0.29050584475040253	0.2905058447504811
OMPHHX	0.0	0.0
OP4ENH	0.0	0.0
PPA	3.097114064924416	3.097114064925401
PPAKr	0.0	999999.0
OPHBDC	0.0	0.0
PYDXNK	0.0	1.863333679019685e-11
OPHHX	0.0	0.0
ORNDC	0.03872181999186174	0.0387218200004941
ORNTA	0.0	1.863333679019685e-11
PPBNGS	0.0	5.036036970323484e-12
PPC	2.1537555692583634	2.1537555693691095
PPCDC	5.4394937607392166e-05	5.4394937790565805e-05
PPCK	0.0	1.8633336790196855e-11
PPCSCT	0.0	999995.4383759763
ORNabc	0.0	-1.8064561510813492e-09
PPM	-0.4831008018074048	-0.483100809539016
ORPT	-0.2905058447504811	-0.2905058447447596
PYDXPP	0.0	-1.3548421133110091e-09
OXGDC2	0.0	-9.871345087876232e-11
PPM2	0.4766471651356026	0.47664716437182836
PPNCL2	5.439493760739218e-05	5.439496884226663e-05
P5CD	0.0	-1.1059935618865417e-09
PYK	0.0	0.41728351875219194
P5CR	0.1936090999605979	0.19360909872760923
PACCOAL	0.0	4.4392347536342286e-11
PPND	0.12077520045161108	0.12077520041305716
PPNDH	0.16226286472888204	0.16226286469161808
PPPGO	-5.488464444829712e-13	0.0
PANTS	5.4394937607392233e-05	5.439496884226663e-05
PYNP2r	-0.47664716514163247	-6.774210566555046e-10
PAPA_EC	0.0	-1.3548421133110091e-09
PAPPT3	0.025445767423392884	0.025445767422956584
PPPNDO	-3.376032611055191e-14	0.0
PPPNt2r	-3.376032611055191e-14	0.0
PPS	0.0	-1.3548421133110075e-09
PAPSR	0.21486830108436605	0.21486830111373406
PPTGS	0.02544576742339287	0.025445767422956584
PYRt2	-1.2235430291021674e-13	0.0
PRAGSr	0.4406072921574543	0.4406072921357596
PRAIS	0.4406072921574543	0.4406072921357596
PRAIi	0.04978519713272522	0.04978519709614512
PRAMPC	0.08297532855454204	0.08297532849899801
PASYN_EC	0.12487786947458576	0.12487786922417991
PDH	7.9607362298788535	7.960736224915199
PDX5POi	0.0	0.0
PDX5PS	0.0	0.0
PDXPP	0.0	-1.3548421133110091e-09
PRASCSi	0.4406072921574543	0.4406072921357596
PRATPP	0.08297532855454204	0.08297532849899801
PRFGS	0.4406072921574543	0.4406072921357596
PEAMNO	0.0	0.0
QULNS_1	0.0025169182994861216	0.0025169182290180193
PEPT_EC	0.015488727996847848	0.015488727996582267
PRMICI	0.08297532855454204	0.08297532849899801
PROD2	0.0	-1.2316746484645555e-09
PROabc	0.0	-1.8064561510813486e-09
PERD	0.0	-3.2782661002790715e-10
RBFK	9.219480950504672e-06	9.219480950346588e-06
PFK	6.585843100231104	7.003126619700139
PFK_2	-4.3264922425459546e-14	0.0
PROt2r	-999999.0	0.0
PROt4	0.0	999999.0
PRPPS	0.866390580894606	0.8663905796240541
PSCVT	0.3789206670657415	0.37892066701548127
RBFSa	1.843896190100932e-05	1.8438961900699465e-05
PSD_EC	0.10468720719440255	0.10468720595160602
PUNP1	-0.4831008002542399	-0.006453637971744791
PSERT	1.9647801892974763	1.9647801794329331
RBFSb	9.219480950504662e-06	9.219480950349734e-06
PSP_L	1.9647801892974763	1.9647801794329331
PSSA_EC	0.10708427224153376	0.10708427099869945
RBK	9.552026406312639e-11	0.0
SPMS	0.006453636665353268	0.006453636634909053
PTA2	0.0	999998.9999999999
RBK_L1	9.130613476622363e-11	0.0
PTAr	-0.52814626223031	-0.5281462651109169
SPODM	0.0	0.0
SSALx	0.0	-1.292210072278981e-09
PTPATi	5.4394937607392166e-05	5.4394981999508844e-05
PTRCORNt7	0.0	-1.7229467630386335e-09
RBP4E	9.130613476622363e-11	0.0
PTRCTA	0.0	-5.807685718107742e-10
PTRCabc	0.0	-1.7229467630386333e-09
SSALy	0.0	-1.6673678351986917e-09
SUCBZL	0.0	0.0
SUCBZS	3.455101371231613e-11	-4.677683519561909e-11
RHCCE	0.0	0.0
SUCCabc	0.0	-1.7229467630386351e-09
PTRCt2	2.0696057213677363e-09	0.0
SUCCt2_2	0.0	-5.1688402891159106e-09
RIBabc	9.552026406312637e-11	0.0
SUCCt2_3	0.0	-2.5844201445579553e-09
TREpts	0.0	0.0
RMI	0.0	0.0
TRPAS2	-0.04978519709851684	-0.0497851981873615
TRPS1	0.0	-1.0548653651256914e-09
SUCCt2r	6.208817164103217e-09	0.0
SUCD1	4.022229286091292	4.700038141089117
RMK	7.73202635629292e-11	0.0
SUCD4	4.022229286091292	4.700038141089117
TRPS2	0.0	-1.0548653651256914e-09
TRPS3	0.04978519839983071	0.049785197098346355
RMNt	7.73202635629292e-11	0.0
SUCFUMt	6.208817164103217e-09	0.0
SUCOAS	-999999.0	-3.5616240232484415
SUCpts	8.775992692635362e-11	0.0
RMPA	0.0	0.0
RNDR1	0.0	0.4994192856168428
SULR	0.2148683010843661	0.21486830108436714
SULabc	0.2148683010843661	0.21486830108436714
TAGURr	0.0	0.0
TALA	1.3355607081458138	1.3355607081498038
TRPt2r	-2.116763146766282e-14	0.0
TRSARr	0.0	5.821098653607243e-13
TSULabc	0.0	0.0
TTDCAt2	-1.3889823251557478e-14	0.0
TARTD	0.0	0.0
TYRTA	-0.12077520045163827	-0.12077520045161116
RNDR2	0.0	0.5000646467559143
TYRt2r	-2.7093971166296195e-14	0.0
U23GAAT	0.015488727996847843	0.015488727996847912
TARTRt7	0.0	0.0
TAUDO	0.0	0.0
TAURabc	0.0	0.0
TDPADGAT	0.0	2.8343232101665823e-15
UAAGDS	0.025445767423392888	0.025445767423393
UACMAMO	0.0	2.6383224223189144e-15
TDPAGTA	0.0	2.6383224223189144e-15
UAG2E	0.0	2.6383224223189144e-15
RNDR3	0.0	0.023417481614762082
UAGAAT	0.015488727996847843	0.015488727996847912
TDPDRE	0.0	0.0
RNDR4	0.0	0.49941928308937905
TDPDRR	0.0	0.0
TDPGDH	0.0	2.6383224223189144e-15
UAGCVT	0.025445767423392867	0.025445767423393
UAGDP	0.06638026284363356	0.06638026284363889
TDSK	0.007744363998423915	0.007744363998423956
UAGPT3	0.025445767423392867	0.025445767423393
TGBPA	9.597363501751364e-30	0.0
RNTR1	0.0	0.4994192830893789
THD2	0.0	3.4926591921644526e-12
THDPS	0.3260008464098451	0.3260008464098832
THMDt2_copy1	0.0	999999.0
UAMAGS	0.025445767423392888	0.02544576742339376
UAMAS	0.025445767423392888	0.02544576742339376
UAPGR	0.025445767423392888	0.02544576742339376
UDCPDP	0.025445767423392888	0.025445767423412403
UDCPDPS	0.0	1.9523585925159964e-14
THMDt2_copy2	-999999.0	0.0
THMabc	0.0	0.0
UDPG4E	0.0	1.7272324316049798e-13
RNTR2	0.0	0.5000646467593772
UDPGALM	0.0	1.2829533314177769e-13
UDPGD	0.0	0.0
THRA	-0.4766471651450954	-0.4766471651004766
THRD	5.404252736612704e-28	4.004259975241968e-12
UGLT	0.0	0.0
THRD_L	0.25445767423392857	0.25445767423542476
UGLYCH	0.0	0.0
RNTR3	0.0	0.02341748161783561
UGMDDS	0.025445767423392853	0.02544576742339376
UHGADA	0.015488727996847824	0.015488727996848375
THRS	0.0	4.06146368917388e-11
THRabc	0.0	9.476748608072646e-12
THRt2r	-999999.0	0.0
UMPK	0.32369597618326323	0.8003431413173143
RNTR4	0.0	0.4994192830928415
UNK3	0.006453636665353256	0.006453636665520498
THRt4	0.0	999999.0
THZPSN	0.0	0.0
UPP3MT	0.0	4.20317058311915e-14
RPE	2.3154338372700325	2.3154338412712807
UPP3S	0.0	4.20317058311915e-14
UPPDC1	-1.4502022947583956e-09	0.0
TKT1	1.358793798165523	1.358793800166147
TKT2	0.9566400391045095	0.9566400411051336
TMAOR1	0.0	0.0
TMAOR1e	0.0	1.1372098329687207e-11
UPPRT	0.0	7.107561456054471e-12
URAt2_copy1	0.0	999999.0
URAt2_copy2	-999999.0	0.0
TMAOR2	0.0	0.0
RPI	-2.708285184965338	-2.708285182826581
TMAOR2e	0.0	1.1372098329687207e-11
TMDK1	-6.905725213135224e-11	7.107561456054471e-12
TMDPP	0.0	0.0
UREAt	-6.81303091497232e-10	1.6723674014245868e-12
URIDK2r	-0.4994192847249609	-0.022772117940638603
RZ5PP	0.0	3.3447348028491704e-13
URIK2	-2.53785401582719e-09	0.4766471651481987
URIt2_copy1	0.0	999999.0
TMDS	0.022772117947746556	0.022772117947939922
S7PI	0.023233091995271786	0.023233091995272563
TMK	0.0	0.0
TMPK	0.0	0.0
URIt2_copy2	-999999.0	0.0
USHD	0.007744363986496699	0.007744363998423064
TMPPP	0.0	0.0
VALTA	-0.3706231347403878	999998.1031288932
SADH	0.0	-3.424971998517754e-12
VALabc	0.0	-2.9454759187252824e-11
VALt2r	-1.3535221417745022e-08	0.0
TPI	6.8483960672885775	6.848396075601659
TRDR	0.7838946085252236	0.7838946653370678
TRE6PH	-9.459449039861362e-09	-1.1045534695219747e-11
VPAMTr	0.0	999998.4737520274
SADT2	0.21486830108436597	0.21486830108330005
X5PL3E	0.0	0.0
TRE6PP	0.0	-7.363689796813166e-12
TRE6PS	0.0	-1.1045534695219771e-11
TREH	0.0	-7.363689796813188e-12
TREHe	0.0	0.0
XANt	-3.783779615944552e-08	0.0
XANt2	0.0	-8.836427756175853e-11
XPPT	0.0	-1.1045534695219787e-11
XTSNt2	-2.687343477233344e-10	0.0
XYLI1	0.0	0.0
XYLI2	0.0	-5.336007099140007e-13
SBTPD	0.0	0.0
XYLK	0.0	0.0
SBTpts	0.0	0.0
XYLabc	0.0	0.0
XYLt2	0.0	0.0
SDPDS	0.32600084640984495	0.32600084640898186
SDPTA	-0.32600084641262717	-0.32600084640984484
SELNPS	0.0	0.0
SERASr	0.0	0.0
SERAT	0.2148683010843664	0.2148683010744374
SERD_D	0.0	0.0
SERD_L	0.0	-4.452627155870914e-10
SERt2r	-999999.0	0.0
SERt4	0.0	999999.0
SGDS	0.0	-1.1054943351782561e-10
SGSAD	0.0	-1.1054943351782561e-10
SHCHCS2	0.0	-2.9842619999096936e-11
SHCHD2	0.0	-4.3016786663393765e-12
SHCHF	0.0	-4.3016786663393765e-12
SHK3Dr	0.3789206670657411	0.3789206670394094
SHKK	0.3789206670657411	0.3789206670394094
SHSL1	0.13460442187736796	0.13460442185549085
SOTA	0.0	-1.1054943351782561e-10
SPMDAT1	0.0	0.0
SPMDAT2	0.0	0.0
SPMDabc	-1.6723674014245837e-13	0.0
