model	objective	reaction	flux	status	minimum	maximum
iJR904.xml.gz	obj	R_EX_gly_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_glyald_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_glyb_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_glyc3p_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_glyc_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_glyclt_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_gsn_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_gua_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_h2o_e	41.294494	optimal	41.294494	41.294494
iJR904.xml.gz	obj	R_EX_h_e	8.427546	optimal	8.427546	8.427546
iJR904.xml.gz	obj	R_EX_hdca_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_his__L_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_hxan_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_idon__L_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_ile__L_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_indole_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_ins_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_k_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_lac__D_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_lac__L_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_lcts_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_leu__L_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_lys__L_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_mal__L_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_malt_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_malthx_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_maltpt_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_malttr_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_maltttr_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_man6p_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_man_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_melib_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_met__D_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_met__L_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_mnl_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_na1_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_nac_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_nad_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_nh4_e	-9.85052	optimal	-9.85052	-9.85052
iJR904.xml.gz	obj	R_EX_nmn_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_no2_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_no3_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_o2_e	-19.928388	optimal	-19.928388	-19.928388
iJR904.xml.gz	obj	R_EX_ocdca_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_orn_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_phe__L_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_pi_e	-0.840482	optimal	-0.840482	-0.840482
iJR904.xml.gz	obj	R_EX_pnto__R_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_pppn_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_pro__L_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_ptrc_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_pyr_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_rib__D_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_rmn_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_sbt__D_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_ser__D_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_ser__L_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_so4_e	-0.214868	optimal	-0.214868	-0.214868
iJR904.xml.gz	obj	R_EX_spmd_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_succ_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_sucr_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_tartr__L_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_taur_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_thm_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_thr__L_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_thymd_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_tma_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_tmao_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_tre_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_trp__L_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_tsul_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_ttdca_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_tyr__L_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_ura_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_urea_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_uri_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_val__L_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_xan_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_xtsn_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_xyl__D_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_F6PA	0.417284	optimal	0.0	0.417284
iJR904.xml.gz	obj	R_FAO1	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_FAO2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_FAO3	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_FAO4	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_FBA	6.585843	optimal	6.585843	7.003127
iJR904.xml.gz	obj	R_FBP	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_FCI	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_FCLK	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_FCLPA	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_FCLT	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_FDH2	0.338689	optimal	0.0	0.338689
iJR904.xml.gz	obj	R_FDH3	0.0	optimal	0.0	0.338689
iJR904.xml.gz	obj	R_FE2abc	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_FFSD	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_FHL	0.0	optimal	0.0	0.338689
iJR904.xml.gz	obj	R_FMNAT	9e-06	optimal	9e-06	9e-06
iJR904.xml.gz	obj	R_FORt	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_FRD2	0.0	optimal	0.0	0.677809
iJR904.xml.gz	obj	R_FRD3	0.0	optimal	0.0	0.384786
iJR904.xml.gz	obj	R_FRUK	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_FRUpts	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_FRUpts2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_FTHFD	0.28611	optimal	0.28611	0.28611
iJR904.xml.gz	obj	R_FUCPt6_2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_FUCt	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_FUM	4.988807	optimal	4.988807	4.988807
iJR904.xml.gz	obj	R_FUMt2_2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_FUMt2_3	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_G1PACT	0.06638	optimal	0.06638	0.06638
iJR904.xml.gz	obj	R_G1PP	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_G1PTT	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_G1SAT	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_G3PD2	-0.152214	optimal	-0.152214	-0.152214
iJR904.xml.gz	obj	R_G3PD5	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_G3PD6	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_G3PD7	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_G5SADs	0.193609	optimal	0.193609	0.193609
iJR904.xml.gz	obj	R_G5SD	0.193609	optimal	0.193609	0.193609
iJR904.xml.gz	obj	R_G6PDA	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_G6PDH2r	5.062459	optimal	5.062459	5.062459
iJR904.xml.gz	obj	R_G6Pt6_2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GALCTD	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GALCTND	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GALCTNt2r	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GALCTt2r	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GALKr	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GALS3	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GALTpts	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GALURt2r	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GALUi_copy1	0.0	optimal	-999998.981745	0.018255
iJR904.xml.gz	obj	R_GALUi_copy2	0.018255	optimal	0.0	999999.0
iJR904.xml.gz	obj	R_GALabc	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GALt2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GAMpts	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GAPD	15.357828	optimal	15.357828	15.357828
iJR904.xml.gz	obj	R_GARFT	0.440607	optimal	0.440607	0.440607
iJR904.xml.gz	obj	R_GART	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GCALDD	0.046097	optimal	0.046097	0.046097
iJR904.xml.gz	obj	R_GDMANE	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GF6PTA	0.06638	optimal	0.06638	0.06638
iJR904.xml.gz	obj	R_GHMT2r	1.453828	optimal	1.453828	1.453828
iJR904.xml.gz	obj	R_GK1	0.25668	optimal	0.25668	0.733327
iJR904.xml.gz	obj	R_GLCDe	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GLCNt2r	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GLCP	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GLCRAL	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GLCRD	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GLCRt2r	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GLCS1	0.14198	optimal	0.14198	0.14198
iJR904.xml.gz	obj	R_GLCURt2r	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GLCpts	10.0	optimal	10.0	10.0
iJR904.xml.gz	obj	R_GLCt2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GLGC	0.14198	optimal	0.14198	0.14198
iJR904.xml.gz	obj	R_GLNS	1.753202	optimal	1.753202	1.753202
iJR904.xml.gz	obj	R_GLNabc	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GLTPD	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GLU5K	0.193609	optimal	0.193609	0.193609
iJR904.xml.gz	obj	R_GLUABUTt7	0.0	optimal	0.0	999999.0
iJR904.xml.gz	obj	R_GLUCYS	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GLUDC	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GLUDy	-7.673388	optimal	-7.673388	-7.673388
iJR904.xml.gz	obj	R_GLUN	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GLUPRT	0.440607	optimal	0.440607	0.440607
iJR904.xml.gz	obj	R_GLUR	-0.025446	optimal	-0.025446	-0.025446
iJR904.xml.gz	obj	R_GLUSy	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GLUTRR	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GLUTRS	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GLUabc	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GLUt2r	0.0	optimal	-999999.0	0.0
iJR904.xml.gz	obj	R_GLUt4	0.0	optimal	0.0	999999.0
iJR904.xml.gz	obj	R_GLXCL	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GLYALDt	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GLYAT	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GLYBabc	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GLYBt2r	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GLYC3Pabc	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GLYC3Pt6	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GLYCDx	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GLYCK	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GLYCL	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GLYCLTDx	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GLYCLTDy	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GLYCLTt2r	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GLYCTO2	0.046097	optimal	0.0	0.046097
iJR904.xml.gz	obj	R_GLYCTO3	0.0	optimal	0.0	0.046097
iJR904.xml.gz	obj	R_GLYCTO4	0.0	optimal	0.0	0.046097
iJR904.xml.gz	obj	R_GLYCt	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GLYK	0.005947	optimal	0.005947	0.005947
iJR904.xml.gz	obj	R_GLYOX	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GLYt2r	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GMAND	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GMHEPAT	0.023233	optimal	0.023233	0.023233
iJR904.xml.gz	obj	R_GMHEPK	0.023233	optimal	0.023233	0.023233
iJR904.xml.gz	obj	R_GMHEPPA	0.023233	optimal	0.023233	0.023233
iJR904.xml.gz	obj	R_GMPR	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GMPS2	0.25668	optimal	0.25668	0.25668
iJR904.xml.gz	obj	R_GND	5.062459	optimal	5.062459	5.062459
iJR904.xml.gz	obj	R_GNK	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GOFUCR	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GP4GH	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GPDDA1	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GPDDA2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GPDDA3	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GPDDA4	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GPDDA5	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GRTT	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GSNK	0.0	optimal	0.0	0.476647
iJR904.xml.gz	obj	R_GSNt2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GSPMDA	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GSPMDS	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GTHOr	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GTHS	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GTPCII2	9e-06	optimal	9e-06	9e-06
iJR904.xml.gz	obj	R_GTPCI_1	0.046097	optimal	0.046097	0.046097
iJR904.xml.gz	obj	R_GUAD	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GUAPRT	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GUAt	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GUAt2r	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GUI1	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_GUI2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_H2Ot	-41.294494	optimal	-41.294494	-41.294494
iJR904.xml.gz	obj	R_HBZOPT	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_HCINNMt2r	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_HCO3E	2.567345	optimal	2.567345	2.567345
iJR904.xml.gz	obj	R_HDCAt2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_HEMEOS	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_HETZK	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_HEX1	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_HISTD	0.082975	optimal	0.082975	0.082975
iJR904.xml.gz	obj	R_HISTP	0.082975	optimal	0.082975	0.082975
iJR904.xml.gz	obj	R_HISabc	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_HISt2r	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_HKNDDH_1	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_HKNTDH_1	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_HMBS	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_HMPK1	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_HOPNTAL	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_HPPK2	0.046097	optimal	0.046097	0.046097
iJR904.xml.gz	obj	R_HPPPNDO_1	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_HPPPNt2r	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_HPYRI	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_HPYRRx	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_HPYRRy	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_HSDy	-0.134604	optimal	-0.134604	-0.134604
iJR904.xml.gz	obj	R_HSK	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_HSST	0.134604	optimal	0.134604	0.134604
iJR904.xml.gz	obj	R_HSTPT	0.082975	optimal	0.082975	0.082975
iJR904.xml.gz	obj	R_HXPRT	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_HYD1	0.0	optimal	0.0	0.338689
iJR904.xml.gz	obj	R_HYD2	0.0	optimal	0.0	0.338689
iJR904.xml.gz	obj	R_HYD3	0.0	optimal	0.0	0.338689
iJR904.xml.gz	obj	R_HYPOE	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_HYXNt	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_ICDHyr	5.046148	optimal	5.046148	5.046148
iJR904.xml.gz	obj	R_ICHORS	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_ICHORT	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_ICL	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_IDOND	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_IDOND2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_IDONt2r	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_IG3PS	0.082975	optimal	0.082975	0.082975
iJR904.xml.gz	obj	R_IGPDH	0.082975	optimal	0.082975	0.082975
iJR904.xml.gz	obj	R_IGPS	0.049785	optimal	0.049785	0.049785
iJR904.xml.gz	obj	R_ILETA	-0.254458	optimal	-0.254458	-0.254458
iJR904.xml.gz	obj	R_ILEabc	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_ILEt2r	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_IMPC	-0.523583	optimal	-0.523583	-0.523583
iJR904.xml.gz	obj	R_IMPD	0.25668	optimal	0.25668	0.25668
iJR904.xml.gz	obj	R_INDOLEt2r	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_INSK	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_INSt2_copy1	0.0	optimal	0.0	999999.0
iJR904.xml.gz	obj	R_INSt2_copy2	0.0	optimal	-999999.0	0.0
iJR904.xml.gz	obj	R_IPDDI	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_IPDPS	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_IPMD	0.394594	optimal	0.394594	0.394594
iJR904.xml.gz	obj	R_IPPMIa	-0.394594	optimal	-0.394594	-0.394594
iJR904.xml.gz	obj	R_IPPMIb	-0.394594	optimal	-0.394594	-0.394594
iJR904.xml.gz	obj	R_IPPS	0.394594	optimal	0.394594	0.394594
iJR904.xml.gz	obj	R_KARA1	-0.765271	optimal	-0.765271	-0.765271
iJR904.xml.gz	obj	R_KARA2	0.254458	optimal	0.254458	0.254458
iJR904.xml.gz	obj	R_KAS14	0.0	optimal	0.0	0.296222
iJR904.xml.gz	obj	R_KAS15	0.296222	optimal	0.0	0.296222
iJR904.xml.gz	obj	R_KAS16	0.030977	optimal	0.030977	0.030977
iJR904.xml.gz	obj	R_KDOCT2	0.038722	optimal	0.038722	0.038722
iJR904.xml.gz	obj	R_KDOPP	0.038722	optimal	0.038722	0.038722
iJR904.xml.gz	obj	R_KDOPS	0.038722	optimal	0.038722	0.038722
iJR904.xml.gz	obj	R_KG6PDC	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_Kabc	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_Kt2r	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_LACZ	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_LCADi_copy1	0.0	optimal	-999999.0	0.0
iJR904.xml.gz	obj	R_LCADi_copy2	0.0	optimal	0.0	999999.0
iJR904.xml.gz	obj	R_LCARS	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_LCTSt	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_LDH_D	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_LDH_D2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_LEUTAi	0.394594	optimal	0.394594	0.394594
iJR904.xml.gz	obj	R_LEUabc	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_LEUt2r	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_LGTHL	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_LPADSS	0.007744	optimal	0.007744	0.007744
iJR904.xml.gz	obj	R_LPLIPA1	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_LPLIPA2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_LPLIPA3	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_LPLIPA4	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_LPLIPA5	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_LPLIPA6	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_LPSSYN_EC	0.007744	optimal	0.007744	0.007744
iJR904.xml.gz	obj	R_LYSDC	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_LYSabc	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_LYSt2r	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_L_LACD2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_L_LACD3	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_L_LACt2r	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_M1PD	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_MACPD	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_MALS	0.046097	optimal	0.046097	0.046097
iJR904.xml.gz	obj	R_MALTHXabc	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_MALTPTabc	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_MALTTRabc	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_MALTTTRabc	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_MALTabc	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_MALTpts	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_MALt2_2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_MALt2_3	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_MAN1PT2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_MAN6PI	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_MAN6Pt6_2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_MANAO	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_MANpts	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_MCITD	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_MCITL2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_MCITS	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_MCOATA	2.126738	optimal	2.126738	2.126738
iJR904.xml.gz	obj	R_MDH	5.034904	optimal	5.034904	5.034904
iJR904.xml.gz	obj	R_MDH2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_MDH3	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_MDRPD	0.006454	optimal	0.006454	0.006454
iJR904.xml.gz	obj	R_ME1	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_ME2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_MECDPDH	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_MECDPS	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_MELIBt2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_MEPCT	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_METAT	0.006454	optimal	0.006454	0.006454
iJR904.xml.gz	obj	R_METDabc	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_METS_1	0.134604	optimal	0.134604	0.134604
iJR904.xml.gz	obj	R_METabc	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_MGSA	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_MI1PP	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_MICITDr	0.0	optimal	0.0	0.0
