reaction	minimum	maximum
PLIPA1	0.0	0.0
PLIPA2	0.0	0.0
PLIPA3	0.0	0.0
PMANM	0.0	0.0
PMDPHT	9.2195e-06	9.2195e-06
PMPK	0.0	0.0
PNTK	5.43949e-05	5.43949e-05
PNTOt4	0.0	0.0
POX	0.0	0.0
PPA	3.0971140649	3.0971140649
PPAKr	0.0	999999.0
PPBNGS	0.0	0.0
PPC	2.1537555693	2.1537555694
PPCDC	5.43949e-05	5.43949e-05
PPCK	0.0	0.0
PPCSCT	0.0	999995.4383759763
PPM	-0.4831008018	-0.4831008095
PPM2	0.4766471651	0.4766471644
PPNCL2	5.43949e-05	5.4395e-05
PPND	0.1207752005	0.1207752004
PPNDH	0.1622628647	0.1622628647
PPPGO	-0.0	0.0
PPPNDO	-0.0	0.0
PPPNt2r	-0.0	0.0
PPS	0.0	-1.4e-09
PPTGS	0.0254457674	0.0254457674
PRAGSr	0.4406072922	0.4406072921
PRAIS	0.4406072922	0.4406072921
PRAIi	0.0497851971	0.0497851971
PRAMPC	0.0829753286	0.0829753285
PRASCSi	0.4406072922	0.4406072921
PRATPP	0.0829753286	0.0829753285
PRFGS	0.4406072922	0.4406072921
PRMICI	0.0829753286	0.0829753285
PROD2	0.0	-1.2e-09
PROabc	0.0	-1.8e-09
PROt2r	-999999.0	0.0
PROt4	0.0	999999.0
PRPPS	0.8663905809	0.8663905796
PSCVT	0.3789206671	0.378920667
PSD_EC	0.1046872072	0.104687206
PSERT	1.9647801893	1.9647801794
PSP_L	1.9647801893	1.9647801794
PSSA_EC	0.1070842722	0.107084271
PTA2	0.0	999998.9999999999
PTAr	-0.5281462622	-0.5281462651
PTPATi	5.43949e-05	5.4395e-05
PTRCORNt7	0.0	-1.7e-09
PTRCTA	0.0	-6e-10
PTRCabc	0.0	-1.7e-09
PTRCt2	2.1e-09	0.0
PUNP1	-0.4831008003	-0.006453638
PUNP2	4.4e-09	0.4766471652
PUNP3	-0.4766471621	0.0
PUNP4	5.4e-09	0.4766471652
PUNP5	4.4e-09	0.0
PUNP6	0.0	0.0
PUNP7	-0.0	0.0
PYAM5PO	0.0	0.0
PYDAMK	0.0	0.0
PYDXK	0.0	0.0
PYDXNK	0.0	0.0
PYDXPP	0.0	-1.4e-09
PYK	0.0	0.4172835188
PYNP2r	-0.4766471651	-7e-10
PYRt2	-0.0	0.0
QULNS_1	0.0025169183	0.0025169182
RBFK	9.2195e-06	9.2195e-06
RBFSa	1.8439e-05	1.8439e-05
RBFSb	9.2195e-06	9.2195e-06
RBK	1e-10	0.0
RBK_L1	1e-10	0.0
RBP4E	1e-10	0.0
RHCCE	0.0	0.0
RIBabc	1e-10	0.0
RMI	0.0	0.0
RMK	1e-10	0.0
RMNt	1e-10	0.0
RMPA	0.0	0.0
RNDR1	0.0	0.4994192856
RNDR2	0.0	0.5000646468
RNDR3	0.0	0.0234174816
RNDR4	0.0	0.4994192831
RNTR1	0.0	0.4994192831
RNTR2	0.0	0.5000646468
RNTR3	0.0	0.0234174816
RNTR4	0.0	0.4994192831
RPE	2.3154338373	2.3154338413
RPI	-2.708285185	-2.7082851828
RZ5PP	0.0	0.0
S7PI	0.023233092	0.023233092
SADH	0.0	-0.0
SADT2	0.2148683011	0.2148683011
SBTPD	0.0	0.0
SBTpts	0.0	0.0
SDPDS	0.3260008464	0.3260008464
SDPTA	-0.3260008464	-0.3260008464
SELNPS	0.0	0.0
SERASr	0.0	0.0
SERAT	0.2148683011	0.2148683011
SERD_D	0.0	0.0
SERD_L	0.0	-4e-10
SERt2r	-999999.0	0.0
SERt4	0.0	999999.0
SGDS	0.0	-1e-10
SGSAD	0.0	-1e-10
SHCHCS2	0.0	-0.0
SHCHD2	0.0	-0.0
SHCHF	0.0	-0.0
SHK3Dr	0.3789206671	0.378920667
SHKK	0.3789206671	0.378920667
SHSL1	0.1346044219	0.1346044219
SOTA	0.0	-1e-10
SPMDAT1	0.0	0.0
SPMDAT2	0.0	0.0
SPMDabc	-0.0	0.0
SPMS	0.0064536367	0.0064536366
SPODM	0.0	0.0
SSALx	0.0	-1.3e-09
SSALy	0.0	-1.7e-09
SUCBZL	0.0	0.0
SUCBZS	0.0	-0.0
SUCCabc	0.0	-1.7e-09
SUCCt2_2	0.0	-5.2e-09
SUCCt2_3	0.0	-2.6e-09
SUCCt2r	6.2e-09	0.0
SUCD1	4.0222292861	4.7000381411
SUCD4	4.0222292861	4.7000381411
SUCFUMt	6.2e-09	0.0
SUCOAS	-999999.0	-3.5616240232
SUCpts	1e-10	0.0
SULR	0.2148683011	0.2148683011
SULabc	0.2148683011	0.2148683011
TAGURr	0.0	0.0
TALA	1.3355607081	1.3355607081
TARTD	0.0	0.0
TARTRt7	0.0	0.0
TAUDO	0.0	0.0
TAURabc	0.0	0.0
TDPADGAT	0.0	0.0
TDPAGTA	0.0	0.0
TDPDRE	0.0	0.0
TDPDRR	0.0	0.0
TDPGDH	0.0	0.0
TDSK	0.007744364	0.007744364
TGBPA	0.0	0.0
THD2	0.0	0.0
THDPS	0.3260008464	0.3260008464
THMDt2_copy1	0.0	999999.0
THMDt2_copy2	-999999.0	0.0
THMabc	0.0	0.0
THRA	-0.4766471651	-0.4766471651
THRD	0.0	0.0
THRD_L	0.2544576742	0.2544576742
THRS	0.0	0.0
THRabc	0.0	0.0
THRt2r	-999999.0	0.0
THRt4	0.0	999999.0
THZPSN	0.0	0.0
TKT1	1.3587937982	1.3587938002
TKT2	0.9566400391	0.9566400411
TMAOR1	0.0	0.0
TMAOR1e	0.0	0.0
TMAOR2	0.0	0.0
TMAOR2e	0.0	0.0
TMDK1	-1e-10	0.0
TMDPP	0.0	0.0
TMDS	0.0227721179	0.0227721179
TMK	0.0	0.0
TMPK	0.0	0.0
TMPPP	0.0	0.0
TPI	6.8483960673	6.8483960756
TRDR	0.7838946085	0.7838946653
TRE6PH	-9.5e-09	-0.0
TRE6PP	0.0	-0.0
TRE6PS	0.0	-0.0
TREH	0.0	-0.0
TREHe	0.0	0.0
TREpts	0.0	0.0
TRPAS2	-0.0497851971	-0.0497851982
TRPS1	0.0	-1.1e-09
TRPS2	0.0	-1.1e-09
TRPS3	0.0497851984	0.0497851971
TRPt2r	-0.0	0.0
TRSARr	0.0	0.0
TSULabc	0.0	0.0
TTDCAt2	-0.0	0.0
TYRTA	-0.1207752005	-0.1207752005
TYRt2r	-0.0	0.0
U23GAAT	0.015488728	0.015488728
UAAGDS	0.0254457674	0.0254457674
UACMAMO	0.0	0.0
UAG2E	0.0	0.0
UAGAAT	0.015488728	0.015488728
UAGCVT	0.0254457674	0.0254457674
UAGDP	0.0663802628	0.0663802628
UAGPT3	0.0254457674	0.0254457674
UAMAGS	0.0254457674	0.0254457674
UAMAS	0.0254457674	0.0254457674
UAPGR	0.0254457674	0.0254457674
UDCPDP	0.0254457674	0.0254457674
UDCPDPS	0.0	0.0
UDPG4E	0.0	0.0
UDPGALM	0.0	0.0
UDPGD	0.0	0.0
UGLT	0.0	0.0
UGLYCH	0.0	0.0
UGMDDS	0.0254457674	0.0254457674
UHGADA	0.015488728	0.015488728
UMPK	0.3236959762	0.8003431413
UNK3	0.0064536367	0.0064536367
UPP3MT	0.0	0.0
UPP3S	0.0	0.0
UPPDC1	-1.5e-09	0.0
UPPRT	0.0	0.0
URAt2_copy1	0.0	999999.0
URAt2_copy2	-999999.0	0.0
UREAt	-7e-10	0.0
URIDK2r	-0.4994192847	-0.0227721179
URIK2	-2.5e-09	0.4766471651
URIt2_copy1	0.0	999999.0
URIt2_copy2	-999999.0	0.0
USHD	0.007744364	0.007744364
VALTA	-0.3706231347	999998.1031288932
VALabc	0.0	-0.0
VALt2r	-1.35e-08	0.0
VPAMTr	0.0	999998.4737520274
X5PL3E	0.0	0.0
XANt	-3.78e-08	0.0
XANt2	0.0	-1e-10
XPPT	0.0	-0.0
XTSNt2	-3e-10	0.0
XYLI1	0.0	0.0
XYLI2	0.0	-0.0
XYLK	0.0	0.0
XYLabc	0.0	0.0
XYLt2	0.0	0.0
